提示，输出顺序为：总轨道数，每个轨道高斯函数个数，A,a,b,c,x1,y1,z1,xm,ym,zm
6
18
0.863092	1.1696	1.1696	1.1696	0	0	0	1	0	0
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0.239752	0.380389	0.380389	0.380389	0	0	0	1	0	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0	5.03315	5.03315	5.03315	0	0	0	0	1	0
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0	1.1696	1.1696	1.1696	0	0	0	0	1	0
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0	0.380389	0.380389	0.380389	0	0	0	0	1	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0	5.03315	5.03315	5.03315	0	0	0	0	0	1
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0	1.1696	1.1696	1.1696	0	0	0	0	0	1
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0	0.380389	0.380389	0.380389	0	0	0	0	0	1
0	3.42525	3.42525	3.42525	1.8	0	0	0	0	0
0	0.623914	0.623914	0.623914	1.8	0	0	0	0	0
0	0.168855	0.168855	0.168855	1.8	0	0	0	0	0
0	3.42525	3.42525	3.42525	-0.45	1.75	0	0	0	0
0	0.623914	0.623914	0.623914	-0.45	1.75	0	0	0	0
0	0.168855	0.168855	0.168855	-0.45	1.75	0	0	0	0
*******************************************************************
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0	0.380389	0.380389	0.380389	0	0	0	0	0	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0	5.03315	5.03315	5.03315	0	0	0	1	0	0
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0	1.1696	1.1696	1.1696	0	0	0	1	0	0
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0	0.380389	0.380389	0.380389	0	0	0	1	0	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0.661643	5.03315	5.03315	5.03315	0	0	0	0	1	0
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0.863092	1.1696	1.1696	1.1696	0	0	0	0	1	0
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0.239752	0.380389	0.380389	0.380389	0	0	0	0	1	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0	5.03315	5.03315	5.03315	0	0	0	0	0	1
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0	1.1696	1.1696	1.1696	0	0	0	0	0	1
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0	0.380389	0.380389	0.380389	0	0	0	0	0	1
0	3.42525	3.42525	3.42525	1.8	0	0	0	0	0
0	0.623914	0.623914	0.623914	1.8	0	0	0	0	0
0	0.168855	0.168855	0.168855	1.8	0	0	0	0	0
0	3.42525	3.42525	3.42525	-0.45	1.75	0	0	0	0
0	0.623914	0.623914	0.623914	-0.45	1.75	0	0	0	0
0	0.168855	0.168855	0.168855	-0.45	1.75	0	0	0	0
*******************************************************************
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0	0.380389	0.380389	0.380389	0	0	0	0	0	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0	5.03315	5.03315	5.03315	0	0	0	1	0	0
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0	1.1696	1.1696	1.1696	0	0	0	1	0	0
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0	0.380389	0.380389	0.380389	0	0	0	1	0	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0	5.03315	5.03315	5.03315	0	0	0	0	1	0
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0	1.1696	1.1696	1.1696	0	0	0	0	1	0
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0	0.380389	0.380389	0.380389	0	0	0	0	1	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0.661643	5.03315	5.03315	5.03315	0	0	0	0	0	1
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0.863092	1.1696	1.1696	1.1696	0	0	0	0	0	1
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0.239752	0.380389	0.380389	0.380389	0	0	0	0	0	1
0	3.42525	3.42525	3.42525	1.8	0	0	0	0	0
0	0.623914	0.623914	0.623914	1.8	0	0	0	0	0
0	0.168855	0.168855	0.168855	1.8	0	0	0	0	0
0	3.42525	3.42525	3.42525	-0.45	1.75	0	0	0	0
0	0.623914	0.623914	0.623914	-0.45	1.75	0	0	0	0
0	0.168855	0.168855	0.168855	-0.45	1.75	0	0	0	0
*******************************************************************
0.152319	5.03315	5.03315	5.03315	0	0	0	0	0	0
-0.203739	1.1696	1.1696	1.1696	0	0	0	0	0	0
-0.153765	0.380389	0.380389	0.380389	0	0	0	0	0	0
0	5.03315	5.03315	5.03315	0	0	0	0	0	0
-0.401186	5.03315	5.03315	5.03315	0	0	0	1	0	0
0	1.1696	1.1696	1.1696	0	0	0	0	0	0
-0.523334	1.1696	1.1696	1.1696	0	0	0	1	0	0
0	0.380389	0.380389	0.380389	0	0	0	0	0	0
-0.145373	0.380389	0.380389	0.380389	0	0	0	1	0	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0	5.03315	5.03315	5.03315	0	0	0	0	1	0
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0	1.1696	1.1696	1.1696	0	0	0	0	1	0
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0	0.380389	0.380389	0.380389	0	0	0	0	1	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0	5.03315	5.03315	5.03315	0	0	0	0	0	1
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0	1.1696	1.1696	1.1696	0	0	0	0	0	1
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0	0.380389	0.380389	0.380389	0	0	0	0	0	1
0.36869	3.42525	3.42525	3.42525	1.8	0	0	0	0	0
0.356581	0.623914	0.623914	0.623914	1.8	0	0	0	0	0
0.111131	0.168855	0.168855	0.168855	1.8	0	0	0	0	0
0	3.42525	3.42525	3.42525	-0.45	1.75	0	0	0	0
0	0.623914	0.623914	0.623914	-0.45	1.75	0	0	0	0
0	0.168855	0.168855	0.168855	-0.45	1.75	0	0	0	0
*******************************************************************
0.131352	5.03315	5.03315	5.03315	0	0	0	0	0	0
-0.175694	1.1696	1.1696	1.1696	0	0	0	0	0	0
-0.132599	0.380389	0.380389	0.380389	0	0	0	0	0	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0.156159	5.03315	5.03315	5.03315	0	0	0	1	0	0
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0.203704	1.1696	1.1696	1.1696	0	0	0	1	0	0
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0.0565855	0.380389	0.380389	0.380389	0	0	0	1	0	0
0	5.03315	5.03315	5.03315	0	0	0	0	0	0
-0.390101	5.03315	5.03315	5.03315	0	0	0	0	1	0
0	1.1696	1.1696	1.1696	0	0	0	0	0	0
-0.508874	1.1696	1.1696	1.1696	0	0	0	0	1	0
0	0.380389	0.380389	0.380389	0	0	0	0	0	0
-0.141356	0.380389	0.380389	0.380389	0	0	0	0	1	0
-0	5.03315	5.03315	5.03315	0	0	0	0	0	0
0	5.03315	5.03315	5.03315	0	0	0	0	0	1
-0	1.1696	1.1696	1.1696	0	0	0	0	0	0
0	1.1696	1.1696	1.1696	0	0	0	0	0	1
-0	0.380389	0.380389	0.380389	0	0	0	0	0	0
0	0.380389	0.380389	0.380389	0	0	0	0	0	1
-0.0513236	3.42525	3.42525	3.42525	1.8	0	0	0	0	0
-0.049638	0.623914	0.623914	0.623914	1.8	0	0	0	0	0
-0.01547	0.168855	0.168855	0.168855	1.8	0	0	0	0	0
0.371135	3.42525	3.42525	3.42525	-0.45	1.75	0	0	0	0
0.358946	0.623914	0.623914	0.623914	-0.45	1.75	0	0	0	0
0.111868	0.168855	0.168855	0.168855	-0.45	1.75	0	0	0	0
*******************************************************************
